,epo-24,epo-21,epo-18,epo-15,epo-12,epo-9,epo-6,epo-3,epo0,epo3,epo6,epo9,epo12,epo15,nao-24,nao-21,nao-18,nao-15,nao-12,nao-9,nao-6,nao-3,nao0,nao3,nao6,nao9,nao12,nao15,pna-24,pna-21,pna-18,pna-15,pna-12,pna-9,pna-6,pna-3,pna0,pna3,pna6,pna9,pna12,pna15,wpo-24,wpo-21,wpo-18,wpo-15,wpo-12,wpo-9,wpo-6,wpo-3,wpo0,wpo3,wpo6,wpo9,wpo12,wpo15
4904,103.71,8.78,121.29,149.56,259.93,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,101.17,132.81,214.32,264.61,161.73,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,118.06,166.84,177.63,330.59,374.11,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,190.44,14.37,24.57,15.05,121.39,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00
4905,133.46,56.47,58.33,151.79,253.90,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,164.87,34.17,200.91,266.75,170.50,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,140.35,251.36,263.01,284.35,316.42,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,128.40,11.27,65.81,50.19,138.00,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17
4906,79.22,147.29,116.89,183.34,279.26,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,201.44,92.00,253.18,234.63,237.49,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,106.99,232.61,306.67,280.71,223.91,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,27.24,1.75,65.09,67.44,70.14,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84
4907,8.78,121.29,149.56,259.93,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,132.81,214.32,264.61,161.73,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,166.84,177.63,330.59,374.11,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,14.37,24.57,15.05,121.39,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44
4908,56.47,58.33,151.79,253.90,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,34.17,200.91,266.75,170.50,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,251.36,263.01,284.35,316.42,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,11.27,65.81,50.19,138.00,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40
4909,147.29,116.89,183.34,279.26,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,92.00,253.18,234.63,237.49,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,232.61,306.67,280.71,223.91,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,1.75,65.09,67.44,70.14,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36
4910,121.29,149.56,259.93,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,214.32,264.61,161.73,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,177.63,330.59,374.11,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,24.57,15.05,121.39,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51
4911,58.33,151.79,253.90,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,200.91,266.75,170.50,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,263.01,284.35,316.42,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,65.81,50.19,138.00,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19
4912,116.89,183.34,279.26,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,253.18,234.63,237.49,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,306.67,280.71,223.91,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,65.09,67.44,70.14,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45
4913,149.56,259.93,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,264.61,161.73,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,330.59,374.11,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,15.05,121.39,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71
4914,151.79,253.90,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,266.75,170.50,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,284.35,316.42,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,50.19,138.00,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47
4915,183.34,279.26,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,234.63,237.49,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,280.71,223.91,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,67.44,70.14,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17
4916,259.93,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,161.73,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,374.11,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,121.39,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07
4917,253.90,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,170.50,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,316.42,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,138.00,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28
4918,279.26,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,237.49,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,223.91,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,70.14,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73
4919,314.50,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,229.84,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,258.50,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,82.34,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33
4920,337.56,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,220.06,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,416.74,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,235.68,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60
4921,359.12,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,230.87,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,538.76,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,297.18,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97
4922,314.48,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,215.60,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,585.40,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,283.78,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58
4923,267.99,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,149.35,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,531.81,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,262.32,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49
4924,170.33,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,121.57,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,505.37,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,241.01,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63
4925,41.66,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,92.36,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,533.21,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,195.94,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28
4926,17.66,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,70.67,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,518.24,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,189.85,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57
4927,92.62,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,11.98,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,433.06,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,197.63,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81
4928,160.28,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,3.11,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,271.15,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,217.71,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58
4929,146.67,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,72.49,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,77.30,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,227.64,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33
4930,85.34,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,223.84,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,86.76,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,206.45,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62
4931,7.97,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,223.38,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,207.88,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,152.09,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54
4932,34.58,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,103.40,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,201.41,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,82.38,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14
4933,18.13,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,114.64,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,186.29,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,46.73,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53
4934,13.06,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,46.93,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,265.11,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,45.68,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52
4935,58.51,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,11.43,66.06,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,290.30,269.84,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,327.08,48.39,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14,3.71
4936,67.07,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,61.75,148.04,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,275.14,256.73,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,389.32,15.56,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53,4.26
4937,109.89,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,43.21,219.86,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,268.03,337.33,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,410.86,29.55,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52,34.48
4938,117.91,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,11.43,54.93,243.07,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,290.30,270.75,356.34,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,327.08,455.22,52.85,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14,3.71,59.06
4939,164.99,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,61.75,33.88,317.60,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,275.14,301.81,280.76,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,389.32,405.43,88.15,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53,4.26,94.50
4940,165.50,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,43.21,24.52,309.48,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,268.03,291.48,209.88,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,410.86,348.19,99.47,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52,34.48,71.08
4941,91.46,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,11.43,54.93,37.05,257.51,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,290.30,270.75,293.73,142.36,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,327.08,455.22,352.08,104.26,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14,3.71,59.06,19.24
4942,35.64,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,61.75,33.88,7.05,184.02,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,275.14,301.81,290.47,130.21,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,389.32,405.43,410.22,100.96,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53,4.26,94.50,20.66
4943,20.67,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,43.21,24.52,16.09,203.63,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,268.03,291.48,318.98,120.10,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,410.86,348.19,408.25,75.00,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52,34.48,71.08,16.06
4944,3.44,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,11.43,54.93,37.05,59.63,208.26,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,290.30,270.75,293.73,362.43,127.36,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,327.08,455.22,352.08,346.72,106.17,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14,3.71,59.06,19.24,5.57
4945,77.29,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,61.75,33.88,7.05,51.86,256.84,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,275.14,301.81,290.47,306.41,71.91,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,389.32,405.43,410.22,223.58,117.84,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53,4.26,94.50,20.66,16.50
4946,60.57,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,43.21,24.52,16.09,179.06,217.43,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,268.03,291.48,318.98,285.08,9.99,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,410.86,348.19,408.25,71.55,146.44,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52,34.48,71.08,16.06,38.15
4947,59.75,49.24,94.36,73.79,39.74,203.19,165.78,106.43,17.87,11.43,54.93,37.05,59.63,308.57,131.68,101.03,152.58,31.41,118.67,134.70,270.22,380.58,378.37,290.30,270.75,293.73,362.43,295.01,37.29,288.08,68.92,107.67,65.95,76.30,24.01,109.77,124.80,327.08,455.22,352.08,346.72,70.68,166.40,142.19,48.47,141.28,101.60,14.49,48.57,61.33,44.14,3.71,59.06,19.24,5.57,67.54
4948,53.30,30.88,118.17,61.22,147.76,195.13,134.82,88.30,16.06,61.75,33.88,7.05,51.86,326.68,95.40,46.39,148.17,66.48,63.98,210.57,317.81,381.10,349.40,275.14,301.81,290.47,306.41,287.63,81.12,297.68,8.52,42.88,62.41,110.95,30.05,114.31,101.90,389.32,405.43,410.22,223.58,190.56,159.36,84.45,111.17,141.73,49.97,5.63,39.81,62.62,24.53,4.26,94.50,20.66,16.50,3.40
4949,67.20,44.08,114.71,29.38,184.40,199.03,129.71,41.34,34.76,43.21,24.52,16.09,179.06,226.74,92.00,70.24,82.24,131.41,60.41,247.34,364.28,391.59,315.10,268.03,291.48,318.98,285.08,251.38,187.37,193.47,79.42,26.33,6.15,59.33,74.74,129.51,163.89,410.86,348.19,408.25,71.55,191.35,143.51,19.71,143.07,132.33,22.58,21.28,14.58,65.54,0.52,34.48,71.08,16.06,38.15,82.67
4950,54.54,188.28,10.84,89.92,10.60,49.31,37.06,156.11,60.74,106.87,70.07,123.35,171.82,124.55,151.24,104.13,52.44,35.63,3.12,6.50,213.80,167.96,8.87,71.55,46.32,31.34,133.97,134.65,234.82,8.52,159.84,11.61,258.52,412.09,243.76,139.13,154.00,155.26,126.41,81.33,109.43,313.02,59.54,102.75,226.13,176.48,69.42,67.04,4.01,155.77,296.26,223.51,79.55,8.91,66.77,78.82
4951,124.15,158.55,40.92,77.72,3.51,28.59,1.50,138.36,14.53,180.65,29.63,155.12,161.29,166.32,121.20,20.18,63.55,63.58,72.20,113.26,235.92,47.76,63.94,49.76,13.43,54.90,162.25,9.24,137.07,52.74,121.52,108.92,215.42,459.46,8.02,207.47,93.36,101.79,88.66,143.67,175.14,282.58,27.05,159.81,255.60,131.84,102.38,42.72,35.85,243.43,246.27,216.65,18.20,19.92,74.43,110.05
4952,182.07,80.14,62.07,52.05,35.02,19.32,99.78,106.40,12.25,147.85,62.81,149.85,143.25,234.52,137.51,54.04,73.44,66.54,55.78,212.55,235.50,3.51,82.95,40.66,4.38,107.88,196.81,97.21,37.34,127.72,48.64,227.46,285.83,379.14,95.54,224.60,106.61,35.30,60.24,159.41,290.47,261.06,53.50,190.27,221.75,94.50,95.02,23.44,92.06,304.26,238.37,166.90,14.89,32.40,72.70,179.59
4953,188.28,10.84,89.92,10.60,49.31,37.06,156.11,60.74,106.87,70.07,123.35,171.82,124.55,267.60,104.13,52.44,35.63,3.12,6.50,213.80,167.96,8.87,71.55,46.32,31.34,133.97,134.65,107.05,8.52,159.84,11.61,258.52,412.09,243.76,139.13,154.00,155.26,126.41,81.33,109.43,313.02,277.27,102.75,226.13,176.48,69.42,67.04,4.01,155.77,296.26,223.51,79.55,8.91,66.77,78.82,213.28
4954,158.55,40.92,77.72,3.51,28.59,1.50,138.36,14.53,180.65,29.63,155.12,161.29,166.32,131.14,20.18,63.55,63.58,72.20,113.26,235.92,47.76,63.94,49.76,13.43,54.90,162.25,9.24,74.51,52.74,121.52,108.92,215.42,459.46,8.02,207.47,93.36,101.79,88.66,143.67,175.14,282.58,386.92,159.81,255.60,131.84,102.38,42.72,35.85,243.43,246.27,216.65,18.20,19.92,74.43,110.05,168.29
4955,80.14,62.07,52.05,35.02,19.32,99.78,106.40,12.25,147.85,62.81,149.85,143.25,234.52,51.73,54.04,73.44,66.54,55.78,212.55,235.50,3.51,82.95,40.66,4.38,107.88,196.81,97.21,37.67,127.72,48.64,227.46,285.83,379.14,95.54,224.60,106.61,35.30,60.24,159.41,290.47,261.06,417.28,190.27,221.75,94.50,95.02,23.44,92.06,304.26,238.37,166.90,14.89,32.40,72.70,179.59,92.01
4956,10.84,89.92,10.60,49.31,37.06,156.11,60.74,106.87,70.07,123.35,171.82,124.55,267.60,107.44,52.44,35.63,3.12,6.50,213.80,167.96,8.87,71.55,46.32,31.34,133.97,134.65,107.05,9.41,159.84,11.61,258.52,412.09,243.76,139.13,154.00,155.26,126.41,81.33,109.43,313.02,277.27,286.64,226.13,176.48,69.42,67.04,4.01,155.77,296.26,223.51,79.55,8.91,66.77,78.82,213.28,55.71
4957,40.92,77.72,3.51,28.59,1.50,138.36,14.53,180.65,29.63,155.12,161.29,166.32,131.14,45.08,63.55,63.58,72.20,113.26,235.92,47.76,63.94,49.76,13.43,54.90,162.25,9.24,74.51,8.81,121.52,108.92,215.42,459.46,8.02,207.47,93.36,101.79,88.66,143.67,175.14,282.58,386.92,175.91,255.60,131.84,102.38,42.72,35.85,243.43,246.27,216.65,18.20,19.92,74.43,110.05,168.29,6.87
4958,62.07,52.05,35.02,19.32,99.78,106.40,12.25,147.85,62.81,149.85,143.25,234.52,51.73,56.14,73.44,66.54,55.78,212.55,235.50,3.51,82.95,40.66,4.38,107.88,196.81,97.21,37.67,53.90,48.64,227.46,285.83,379.14,95.54,224.60,106.61,35.30,60.24,159.41,290.47,261.06,417.28,292.03,221.75,94.50,95.02,23.44,92.06,304.26,238.37,166.90,14.89,32.40,72.70,179.59,92.01,88.08
4959,89.92,10.60,49.31,37.06,156.11,60.74,106.87,70.07,123.35,171.82,124.55,267.60,107.44,134.87,35.63,3.12,6.50,213.80,167.96,8.87,71.55,46.32,31.34,133.97,134.65,107.05,9.41,62.83,11.61,258.52,412.09,243.76,139.13,154.00,155.26,126.41,81.33,109.43,313.02,277.27,286.64,317.54,176.48,69.42,67.04,4.01,155.77,296.26,223.51,79.55,8.91,66.77,78.82,213.28,55.71,102.75
4960,77.72,3.51,28.59,1.50,138.36,14.53,180.65,29.63,155.12,161.29,166.32,131.14,45.08,134.46,63.58,72.20,113.26,235.92,47.76,63.94,49.76,13.43,54.90,162.25,9.24,74.51,8.81,74.84,108.92,215.42,459.46,8.02,207.47,93.36,101.79,88.66,143.67,175.14,282.58,386.92,175.91,323.43,131.84,102.38,42.72,35.85,243.43,246.27,216.65,18.20,19.92,74.43,110.05,168.29,6.87,76.30
4961,52.05,35.02,19.32,99.78,106.40,12.25,147.85,62.81,149.85,143.25,234.52,51.73,56.14,147.26,66.54,55.78,212.55,235.50,3.51,82.95,40.66,4.38,107.88,196.81,97.21,37.67,53.90,65.23,227.46,285.83,379.14,95.54,224.60,106.61,35.30,60.24,159.41,290.47,261.06,417.28,292.03,306.98,94.50,95.02,23.44,92.06,304.26,238.37,166.90,14.89,32.40,72.70,179.59,92.01,88.08,38.07
4962,10.60,49.31,37.06,156.11,60.74,106.87,70.07,123.35,171.82,124.55,267.60,107.44,134.87,132.50,3.12,6.50,213.80,167.96,8.87,71.55,46.32,31.34,133.97,134.65,107.05,9.41,62.83,7.69,258.52,412.09,243.76,139.13,154.00,155.26,126.41,81.33,109.43,313.02,277.27,286.64,317.54,294.25,69.42,67.04,4.01,155.77,296.26,223.51,79.55,8.91,66.77,78.82,213.28,55.71,102.75,27.88
4963,3.51,28.59,1.50,138.36,14.53,180.65,29.63,155.12,161.29,166.32,131.14,45.08,134.46,128.41,72.20,113.26,235.92,47.76,63.94,49.76,13.43,54.90,162.25,9.24,74.51,8.81,74.84,82.44,215.42,459.46,8.02,207.47,93.36,101.79,88.66,143.67,175.14,282.58,386.92,175.91,323.43,334.64,102.38,42.72,35.85,243.43,246.27,216.65,18.20,19.92,74.43,110.05,168.29,6.87,76.30,36.64
