,epo-22,epo-20,epo-18,epo-16,epo-14,epo-12,epo-10,epo-8,epo-6,epo-4,epo-2,epo0,epo2,epo4,epo6,epo8,epo10,epo12,epo14,epo16,nao-22,nao-20,nao-18,nao-16,nao-14,nao-12,nao-10,nao-8,nao-6,nao-4,nao-2,nao0,nao2,nao4,nao6,nao8,nao10,nao12,nao14,nao16,pna-22,pna-20,pna-18,pna-16,pna-14,pna-12,pna-10,pna-8,pna-6,pna-4,pna-2,pna0,pna2,pna4,pna6,pna8,pna10,pna12,pna14,pna16,wpo-22,wpo-20,wpo-18,wpo-16,wpo-14,wpo-12,wpo-10,wpo-8,wpo-6,wpo-4,wpo-2,wpo0,wpo2,wpo4,wpo6,wpo8,wpo10,wpo12,wpo14,wpo16
42,87.25,81.24,8.77,74.43,21.45,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,70.43,87.10,208.60,211.09,71.84,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,307.29,259.75,184.24,197.73,14.50,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,39.01,19.95,71.78,89.46,50.47,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23
43,128.93,44.68,14.43,67.10,26.18,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,21.86,139.23,250.98,152.83,28.72,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,266.83,252.40,153.61,87.14,26.86,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,8.98,43.16,98.03,62.43,50.69,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32
44,81.24,8.77,74.43,21.45,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,87.10,208.60,211.09,71.84,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,259.75,184.24,197.73,14.50,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,19.95,71.78,89.46,50.47,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74
45,44.68,14.43,67.10,26.18,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,139.23,250.98,152.83,28.72,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,252.40,153.61,87.14,26.86,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,43.16,98.03,62.43,50.69,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79
46,8.77,74.43,21.45,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,208.60,211.09,71.84,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,184.24,197.73,14.50,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,71.78,89.46,50.47,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89
47,14.43,67.10,26.18,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,250.98,152.83,28.72,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,153.61,87.14,26.86,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,98.03,62.43,50.69,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95
48,74.43,21.45,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,211.09,71.84,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,197.73,14.50,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,89.46,50.47,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90
49,67.10,26.18,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,152.83,28.72,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,87.14,26.86,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,62.43,50.69,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61
50,21.45,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,71.84,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,14.50,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,50.47,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07
51,26.18,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,28.72,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.86,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,50.69,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00
52,3.52,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,30.18,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,70.59,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,14.06,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20
53,0.80,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,64.70,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,214.73,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,12.78,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22
54,46.66,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,24.69,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,312.02,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,27.43,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24
55,58.37,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,45.55,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,314.63,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,18.36,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36
56,49.04,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,47.22,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,187.77,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,14.90,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99
57,41.78,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,16.14,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,58.26,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,56.71,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43
58,19.92,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,25.77,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,70.01,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,85.18,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80
59,62.02,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,50.01,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,134.44,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,122.34,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74
60,152.00,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,36.43,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,165.40,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,164.59,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46
61,171.42,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,37.59,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,41.57,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,154.44,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21
62,163.47,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,115.19,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,68.08,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,155.79,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72
63,232.51,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,115.56,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,75.01,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,179.87,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44
64,271.87,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,41.72,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,65.93,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,209.96,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94
65,329.10,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,33.57,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,109.73,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,214.40,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07
66,289.75,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,108.45,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,229.75,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,220.13,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20
67,239.58,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,152.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,229.53,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,257.07,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60
68,347.60,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,110.77,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,213.78,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,244.80,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72
69,398.41,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,20.26,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,299.58,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,172.16,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02
70,281.61,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,30.18,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,323.92,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,89.22,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03
71,205.46,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,84.77,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,334.19,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,18.18,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80
72,166.02,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,62.95,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,229.91,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,20.04,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49
73,156.50,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,12.62,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,150.33,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,45.54,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27
74,123.94,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,37.49,50.79,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,10.70,172.47,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,492.22,50.57,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49,54.44
75,54.03,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,19.68,108.88,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,32.23,187.46,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,524.47,25.61,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27,23.70
76,6.27,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,37.49,34.05,175.89,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,10.70,72.40,56.11,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,492.22,604.47,0.62,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49,54.44,105.04
77,39.19,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,19.68,16.20,195.25,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,32.23,87.95,83.02,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,524.47,699.65,28.25,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27,23.70,79.17
78,128.70,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,37.49,34.05,1.88,210.60,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,10.70,72.40,76.70,77.18,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,492.22,604.47,650.29,38.53,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49,54.44,105.04,6.22
79,242.24,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,19.68,16.20,26.65,149.78,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,32.23,87.95,129.21,82.37,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,524.47,699.65,512.07,127.05,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27,23.70,79.17,8.11
80,259.96,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,37.49,34.05,1.88,72.06,148.21,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,10.70,72.40,76.70,248.83,184.60,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,492.22,604.47,650.29,387.31,190.23,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49,54.44,105.04,6.22,73.32
81,255.50,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,19.68,16.20,26.65,64.54,211.48,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,32.23,87.95,129.21,343.50,135.66,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,524.47,699.65,512.07,361.12,199.32,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27,23.70,79.17,8.11,117.41
82,209.43,34.65,120.97,8.63,37.15,12.91,40.50,5.93,102.46,137.71,57.57,150.27,79.38,5.76,35.48,37.49,34.05,1.88,72.06,36.18,233.64,233.93,250.67,202.77,134.73,110.02,64.13,9.94,102.63,121.14,60.44,22.40,77.49,83.34,27.03,10.70,72.40,76.70,248.83,439.17,110.41,56.63,69.33,115.36,35.48,139.04,104.06,57.08,32.58,134.79,166.74,70.20,149.32,352.09,418.72,492.22,604.47,650.29,387.31,351.74,163.74,157.89,125.90,123.07,90.20,41.24,4.99,50.80,115.46,131.72,72.94,101.20,148.72,124.03,129.49,54.44,105.04,6.22,73.32,148.69
83,88.90,81.34,79.67,75.71,13.29,3.88,88.29,49.26,149.82,133.01,56.03,133.24,18.83,11.08,10.84,19.68,16.20,26.65,64.54,11.46,244.33,237.73,280.42,169.17,26.46,110.16,28.39,81.70,97.36,128.73,6.51,34.36,132.01,25.31,29.36,32.23,87.95,129.21,343.50,493.63,128.36,7.07,26.22,103.42,129.23,70.34,138.88,31.80,89.99,184.06,92.26,91.62,255.63,367.49,466.57,524.47,699.65,512.07,361.12,268.35,154.79,125.95,126.61,109.00,60.22,20.36,26.43,55.74,122.21,122.44,57.07,166.60,129.02,149.80,96.27,23.70,79.17,8.11,117.41,163.90
